date,water_temp_f
2005-02-15T00:00:00Z,54
2005-02-16T00:00:00Z,53
2005-02-17T00:00:00Z,53
2005-02-18T00:00:00Z,54
2005-02-19T00:00:00Z,54
2005-02-20T00:00:00Z,55
2005-02-21T00:00:00Z,54
2005-02-22T00:00:00Z,54
2005-02-23T00:00:00Z,56
2005-02-24T00:00:00Z,56
2005-02-25T00:00:00Z,53
2005-02-26T00:00:00Z,55
2005-02-27T00:00:00Z,54
2005-02-28T00:00:00Z,53
2005-03-01T00:00:00Z,56
2005-03-02T00:00:00Z,54
2005-03-03T00:00:00Z,55
2005-03-04T00:00:00Z,55
2005-03-05T00:00:00Z,56
2005-03-06T00:00:00Z,52
2005-03-07T00:00:00Z,55
2005-03-08T00:00:00Z,53
2005-03-09T00:00:00Z,59
2005-03-10T00:00:00Z,59
2005-03-11T00:00:00Z,59
2005-03-12T00:00:00Z,62
2005-03-13T00:00:00Z,63
2005-03-14T00:00:00Z,59
2005-03-15T00:00:00Z,57
2005-03-16T00:00:00Z,60
2005-03-17T00:00:00Z,59
2005-03-18T00:00:00Z,58
2005-03-19T00:00:00Z,53
2005-03-20T00:00:00Z,52
2005-03-21T00:00:00Z,57
2005-03-22T00:00:00Z,55
2005-03-23T00:00:00Z,55
2005-03-24T00:00:00Z,55
2005-03-25T00:00:00Z,52
2005-03-26T00:00:00Z,57
2005-03-27T00:00:00Z,57
2005-03-28T00:00:00Z,56
2005-03-29T00:00:00Z,56
2005-03-30T00:00:00Z,56
2005-03-31T00:00:00Z,56
2005-04-01T00:00:00Z,57
2005-04-02T00:00:00Z,58
2005-04-03T00:00:00Z,58
2005-04-04T00:00:00Z,58
2005-04-05T00:00:00Z,57
2005-04-06T00:00:00Z,58
2005-04-07T00:00:00Z,58
2005-04-08T00:00:00Z,58
2005-04-09T00:00:00Z,58
2005-04-10T00:00:00Z,58
2005-04-11T00:00:00Z,58
2005-04-12T00:00:00Z,58
2005-04-13T00:00:00Z,60
2005-04-14T00:00:00Z,59
2005-04-15T00:00:00Z,60
2005-04-16T00:00:00Z,60
2005-04-17T00:00:00Z,60
2005-04-18T00:00:00Z,61
2005-04-19T00:00:00Z,62
2005-04-20T00:00:00Z,61
2005-04-21T00:00:00Z,61
2005-04-22T00:00:00Z,63
2005-04-23T00:00:00Z,59
2005-04-24T00:00:00Z,64
2005-04-25T00:00:00Z,64
2005-04-26T00:00:00Z,65
2005-04-27T00:00:00Z,65
2005-04-28T00:00:00Z,65
2005-04-29T00:00:00Z,65
2005-04-30T00:00:00Z,67
2005-05-01T00:00:00Z,67
2005-05-02T00:00:00Z,67
2005-05-03T00:00:00Z,68
2005-05-04T00:00:00Z,68
2005-05-05T00:00:00Z,68
2005-05-06T00:00:00Z,67
2005-05-07T00:00:00Z,67
2005-05-09T00:00:00Z,63
2005-05-10T00:00:00Z,62
2005-05-11T00:00:00Z,60
2005-05-12T00:00:00Z,60
2005-05-13T00:00:00Z,62
2005-05-14T00:00:00Z,63
2005-05-16T00:00:00Z,63
2005-05-18T00:00:00Z,59
2005-05-20T00:00:00Z,57
2005-05-21T00:00:00Z,58
2005-05-23T00:00:00Z,63
2005-05-24T00:00:00Z,63
2005-05-25T00:00:00Z,63
2005-05-27T00:00:00Z,66
2005-05-31T00:00:00Z,65
2005-06-01T00:00:00Z,65
2005-06-03T00:00:00Z,66
2005-06-06T00:00:00Z,67
2005-06-08T00:00:00Z,66
2005-06-10T00:00:00Z,64
2005-06-13T00:00:00Z,70
2005-06-15T00:00:00Z,70
2005-06-17T00:00:00Z,67
2005-06-20T00:00:00Z,65
2005-06-22T00:00:00Z,68
2005-06-24T00:00:00Z,70
2005-06-27T00:00:00Z,69
2005-06-30T00:00:00Z,71
2005-10-11T00:00:00Z,62
2005-10-14T00:00:00Z,63
2005-10-17T00:00:00Z,62
2005-10-21T00:00:00Z,62
2005-10-24T00:00:00Z,62
2005-10-28T00:00:00Z,60
2005-10-31T00:00:00Z,59
2005-11-04T00:00:00Z,58
2005-11-07T00:00:00Z,57
2005-11-09T00:00:00Z,57
2005-11-10T00:00:00Z,57
2005-11-14T00:00:00Z,57
2005-11-15T00:00:00Z,57
2005-11-16T00:00:00Z,57
2005-11-17T00:00:00Z,56
2005-11-18T00:00:00Z,56
2005-11-19T00:00:00Z,51
2005-11-20T00:00:00Z,50
2005-11-21T00:00:00Z,55
2005-11-23T00:00:00Z,54
2005-11-26T00:00:00Z,54
2005-11-27T00:00:00Z,54
2005-11-28T00:00:00Z,51
2005-11-29T00:00:00Z,51
2005-11-30T00:00:00Z,50
2005-12-01T00:00:00Z,50
2005-12-02T00:00:00Z,51
2005-12-03T00:00:00Z,51
2005-12-04T00:00:00Z,49
2005-12-04T00:00:00Z,49
2005-12-05T00:00:00Z,47
2005-12-06T00:00:00Z,47
2005-12-07T00:00:00Z,47
2005-12-08T00:00:00Z,47
2005-12-09T00:00:00Z,48
2005-12-10T00:00:00Z,49
2005-12-11T00:00:00Z,50
2005-12-12T00:00:00Z,50
2005-12-14T00:00:00Z,49
2005-12-16T00:00:00Z,47
2005-12-17T00:00:00Z,47
2005-12-18T00:00:00Z,47
2005-12-19T00:00:00Z,48
2005-12-20T00:00:00Z,48
2005-12-21T00:00:00Z,51
2005-12-21T00:00:00Z,51
2005-12-22T00:00:00Z,51
2005-12-23T00:00:00Z,53
2005-12-24T00:00:00Z,54
2005-12-26T00:00:00Z,54
2005-12-27T00:00:00Z,54
2005-12-28T00:00:00Z,54
2005-12-29T00:00:00Z,51
2005-12-30T00:00:00Z,52
2005-12-31T00:00:00Z,52
2006-01-03T00:00:00Z,50
2006-01-04T00:00:00Z,51
2006-01-05T00:00:00Z,53
2006-01-06T00:00:00Z,52
2006-01-07T00:00:00Z,51
2006-01-08T00:00:00Z,52
2006-01-09T00:00:00Z,52
2006-01-10T00:00:00Z,52
2006-01-11T00:00:00Z,50
2006-01-12T00:00:00Z,52
2006-01-13T00:00:00Z,51
2006-01-14T00:00:00Z,51
2006-01-15T00:00:00Z,51
2006-01-16T00:00:00Z,50
2006-01-17T00:00:00Z,49
2006-01-18T00:00:00Z,49
2006-01-19T00:00:00Z,49
2006-01-20T00:00:00Z,49
2006-01-21T00:00:00Z,49
2006-01-22T00:00:00Z,48
2006-01-23T00:00:00Z,48
2006-01-24T00:00:00Z,48
2006-01-25T00:00:00Z,49
2006-01-26T00:00:00Z,49
2006-01-27T00:00:00Z,50
2006-01-28T00:00:00Z,50
2006-01-29T00:00:00Z,50
2006-01-30T00:00:00Z,50
2006-01-31T00:00:00Z,50
2006-02-01T00:00:00Z,49
2006-02-02T00:00:00Z,50
2006-02-03T00:00:00Z,50
2006-02-04T00:00:00Z,50
2006-02-05T00:00:00Z,51
2006-02-06T00:00:00Z,51
2006-02-07T00:00:00Z,49
2006-02-08T00:00:00Z,49
2006-02-09T00:00:00Z,50
2006-02-10T00:00:00Z,51
2006-02-11T00:00:00Z,52
2006-02-12T00:00:00Z,52
2006-02-13T00:00:00Z,52
2006-02-14T00:00:00Z,52
2006-02-15T00:00:00Z,51
2006-02-16T00:00:00Z,50
2006-02-17T00:00:00Z,49
2006-02-18T00:00:00Z,49
2006-02-19T00:00:00Z,49
2006-02-20T00:00:00Z,48
2006-02-21T00:00:00Z,49
2006-02-22T00:00:00Z,48
2006-02-23T00:00:00Z,49
2006-02-24T00:00:00Z,50
2006-02-25T00:00:00Z,52
2006-02-26T00:00:00Z,53
2006-02-27T00:00:00Z,53
2006-02-28T00:00:00Z,53
2006-03-01T00:00:00Z,53
2006-03-02T00:00:00Z,51
2006-03-03T00:00:00Z,50
2006-03-04T00:00:00Z,49
2006-03-05T00:00:00Z,49
2006-03-06T00:00:00Z,48
2006-03-07T00:00:00Z,49
2006-03-08T00:00:00Z,49
2006-03-09T00:00:00Z,50
2006-03-10T00:00:00Z,50
2006-03-11T00:00:00Z,48
2006-03-12T00:00:00Z,48
2006-03-13T00:00:00Z,48
2006-03-14T00:00:00Z,48
2006-03-15T00:00:00Z,48
2006-03-16T00:00:00Z,49
