"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-01-04","44","45","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-01-05","49","51","45"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-01-06","47","49","45"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-01-07","46","52","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-01-08","45","55","37"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-01-09","46","49","45"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-01-10","48","58","40"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-01-11","47","53","41"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-01-12","50","56","45"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-01-13","50","61","38"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-01-14","43","47","38"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-01-15","48","53","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-01-16","50","54","46"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-01-17","53","55","50"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-01-18","55","60","53"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-01-19","55","59","52"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-01-20","51","56","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-01-21","52","57","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-01-22","54","56","53"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-01-23","51","59","41"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-01-24","47","53","39"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-01-25","51","60","45"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-01-26","49","59","41"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-01-27","52","68","43"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-01-28","49","52","45"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-01-29","53","57","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-01-30","51","59","44"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-01-31","46","55","37"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-01","45","55","39"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-02","42","49","33"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-03","42","48","34"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-04","48","60","41"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-05","47","62","34"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-06","52","67","41"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-07","63","79","50"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-08","64","80","54"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-09","56","72","46"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-10","56","72","43"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-11","58","71","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-12","56","70","44"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-13","59","72","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-14","63","75","54"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-15","63","80","53"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-16","58","71","45"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-17","57","65","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-18","52","60","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-19","51","55","48"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-20","50","63","40"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-21","51","63","37"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-22","54","71","44"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-23","54","69","46"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-24","56","71","44"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-25","57","74","44"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-26","57","68","45"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-27","53","63","44"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-28","52","66","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-02-29","56","69","44"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-01","57","70","44"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-02","58","70","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-03","57","60","53"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-04","58","63","52"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-05","58","62","53"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-06","53","59","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-07","50","62","44"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-08","48","53","41"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-09","52","59","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-10","55","59","53"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-11","52","55","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-12","51","53","48"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-13","54","56","51"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-14","54","62","43"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-15","53","67","41"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-16","60","76","46"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-17","63","79","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-18","60","75","46"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-19","62","72","51"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-20","58","63","51"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-21","54","61","44"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-22","52","64","40"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-23","55","68","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-24","58","72","44"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-25","60","76","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-26","60","72","48"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-27","59","70","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-28","54","64","46"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-29","56","67","44"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-30","58","75","41"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-03-31","59","74","44"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-01","61","74","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-02","63","77","48"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-03","66","79","51"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-04","64","77","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-05","68","82","54"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-06","72","88","57"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-07","69","85","53"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-08","66","80","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-09","60","63","57"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-10","62","68","57"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-11","65","75","58"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-12","63","71","55"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-13","61","70","48"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-14","55","68","45"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-15","58","73","44"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-16","66","83","50"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-17","71","89","57"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-18","70","88","52"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-19","71","86","55"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-20","69","82","54"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-21","65","75","56"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-22","56","64","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-23","57","68","43"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-24","61","71","51"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-25","59","71","48"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-26","61","74","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-27","59","68","53"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-28","65","79","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-29","67","80","55"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-04-30","68","81","57"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-01","73","86","60"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-02","70","83","51"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-03","68","85","53"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-04","67","80","59"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-05","60","72","55"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-06","61","68","54"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-07","59","62","56"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-08","65","72","56"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-09","69","80","59"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-10","71","86","58"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-11","73","89","58"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-12","74","91","53"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-13","74","88","61"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-14","65","75","52"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-15","71","84","55"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-16","74","86","62"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-17","77","91","62"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-18","81","98","65"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-19","72","82","60"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-20","58","64","53"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-21","59","67","52"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-22","62","72","51"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-23","64","75","56"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-24","65","78","57"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-25","69","84","54"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-26","73","87","57"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-27","74","88","57"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-28","78","91","65"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-29","77","93","55"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-30","82","99","64"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-05-31","84","104","61"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-01","83","98","65"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-02","82","99","64"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-03","86","107","62"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-04","81","96","65"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-05","85","101","67"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-06","87","99","71"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-07","80","91","68"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-08","75","85","62"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-09","73","84","60"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-10","72","83","62"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-11","78","91","66"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-12","82","97","68"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-13","74","82","62"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-14","69","78","57"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-15","62","70","55"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-16","64","74","54"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-17","64","72","58"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-18","67","80","55"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-19","74","90","56"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-20","79","95","58"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-21","83","99","63"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-22","82","95","66"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-23","79","91","63"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-24","80","94","65"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-25","85","102","66"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-26","85","104","63"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-27","89","107","66"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-28","89","105","68"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-29","88","104","67"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-06-30","88","106","67"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-01","87","101","72"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-02","84","98","67"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-03","83","94","67"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-04","81","92","66"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-05","79","90","65"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-06","78","91","63"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-07","78","90","64"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-08","76","86","62"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-09","76","87","65"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-10","73","85","59"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-11","79","93","66"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-12","79","92","65"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-13","84","102","65"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-14","85","101","65"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-15","86","100","68"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-16","82","95","67"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-17","76","86","64"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-18","73","84","58"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-19","76","89","58"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-20","78","92","59"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-21","79","92","61"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-22","80","98","57"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-23","87","105","68"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-24","86","101","67"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-25","87","103","69"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-26","88","107","67"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-27","89","106","67"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-28","91","108","71"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-29","91","107","74"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-30","89","102","72"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-07-31","83","95","67"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-01","82","97","63"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-02","82","98","62"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-03","85","105","65"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-04","79","92","65"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-05","73","88","57"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-06","78","93","63"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-07","78","93","61"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-08","80","94","62"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-09","83","98","64"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-10","81","95","63"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-11","81","97","64"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-12","83","100","67"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-13","85","102","66"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-14","85","100","67"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-15","84","100","65"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-16","83","98","65"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-17","85","98","69"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-18","86","101","70"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-19","84","97","70"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-20","83","98","68"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-21","80","95","66"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-22","80","97","65"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-23","76","89","60"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-24","78","93","60"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-25","80","96","65"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-26","76","93","60"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-27","75","90","58"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-28","75","92","57"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-29","75","90","60"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-30","76","92","62"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-08-31","78","91","63"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-01","76","91","59"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-02","77","92","61"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-03","74","87","63"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-04","70","85","56"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-05","74","92","58"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-06","76","94","59"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-07","82","98","69"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-08","79","96","62"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-09","81","103","63"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-10","80","96","65"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-11","74","88","62"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-12","68","81","55"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-13","63","74","52"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-14","67","83","52"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-15","72","90","56"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-16","77","99","59"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-17","77","96","58"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-18","80","98","62"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-19","82","96","64"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-20","78","90","66"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-21","69","81","61"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-22","66","78","52"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-23","70","84","52"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-24","77","94","61"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-25","85","103","69"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-26","79","98","63"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-27","79","97","63"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-28","78","95","61"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-29","73","86","58"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-09-30","66","79","55"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-01","62","77","45"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-02","56","67","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-03","54","61","44"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-04","61","74","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-05","62","77","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-06","65","81","52"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-07","68","89","50"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-08","69","89","51"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-09","69","88","51"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-10","68","83","52"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-11","65","81","50"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-12","65","80","50"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-13","65","75","57"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-14","62","67","60"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-15","60","64","57"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-16","59","67","55"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-17","59","69","50"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-18","58","70","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-19","62","77","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-20","64","81","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-21","64","80","48"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-22","61","75","51"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-23","61","72","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-24","59","62","57"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-25","60","64","58"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-26","65","74","61"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-27","60","63","58"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-28","59","62","56"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-29","63","69","60"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-30","58","62","56"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-10-31","55","60","52"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-01","56","65","50"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-02","55","69","44"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-03","57","70","48"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-04","58","75","46"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-05","57","69","44"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-06","61","67","56"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-07","60","71","54"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-08","61","77","51"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-09","60","76","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-10","60","76","48"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-11","59","70","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-12","62","72","54"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-13","60","76","50"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-14","58","73","48"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-15","55","60","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-16","49","61","38"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-17","47","62","37"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-18","50","60","36"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-19","50","54","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-20","54","56","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-21","52","63","44"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-22","49","56","40"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-23","50","58","39"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-24","45","54","38"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-25","45","49","41"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-26","45","50","40"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-27","48","57","37"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-28","48","54","41"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-29","47","59","37"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-11-30","46","56","39"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-12-01","49","58","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-12-02","48","59","39"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-12-03","48","61","39"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-12-04","42","52","36"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-12-05","43","55","35"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-12-06","39","53","28"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-12-07","38","46","33"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2016-12-08","39","42","35"
